key_a,key_b,branch_epoch_a,branch_epoch_b,model_id_a,model_id_b,clean_accuracy,clean_loss,acc_corr_3,loss_corr_3
50_3,290_3,50,290,3,3,12.31,4.191732453918457,5.239473684210526,4.4650868472450655
140_4,160_1,140,160,4,1,1.0,4.648292742156983,,
110_3,130_4,110,130,3,4,71.81,1.393927986907959,40.08,2.858727242570174
180_1,250_2,180,250,1,2,1.47,4.604174408721923,,
230_3,290_2,230,290,3,2,79.71,0.9587541810035706,53.891052631578944,2.2274351857386137
120_3,240_2,120,240,3,2,74.8,1.2546899230957032,43.91052631578948,2.6781984340968883
80_2,220_3,80,220,2,3,66.56,1.7257707790374757,34.927368421052634,3.125363433044835
70_1,220_2,70,220,1,2,1.0,4.648135256958008,,
120_2,240_4,120,240,2,4,71.97,1.3290583896636965,39.59578947368421,2.9405015128286265
120_4,130_3,120,130,4,3,74.91,1.2494540493011477,43.992105263157896,2.6890592207356505
230_1,280_4,230,280,1,4,7.94,4.607647915649414,3.884210526315789,5.147874065599943
130_1,250_4,130,250,1,4,1.0,4.740720223236084,,
170_1,250_4,170,250,1,4,1.0,4.628815442657471,,
60_4,180_4,60,180,4,4,8.51,4.365591045379639,4.494736842105263,4.504628399015727
200_4,280_2,200,280,4,2,55.85,2.0942273639678954,24.291052631578943,4.011828711650246
220_1,300_1,220,300,1,1,7.26,4.556468717193604,3.717368421052632,5.069711130804765
80_4,200_3,80,200,4,3,64.38,1.8303640768051148,31.873157894736845,3.2923498160512823
280_4,300_4,280,300,4,4,79.46,0.9892253178596496,53.04473684210527,2.259385906711377
220_4,300_4,220,300,4,4,71.75,1.3072586643218995,38.67421052631579,3.064277422222338
190_1,250_1,190,250,1,1,51.12,2.152726234054565,24.01842105263158,3.549188028215107
170_1,260_4,170,260,1,4,1.0,4.628640378570557,,
80_3,290_4,80,290,3,4,50.42,2.512710688018799,22.406315789473684,3.765745463180542
210_4,290_1,210,290,4,1,67.48,1.512362268447876,33.316315789473684,3.415381360806917
110_1,140_1,110,140,1,1,1.15,4.723005590820312,,
50_2,220_1,50,220,2,1,1.79,4.59352266998291,,
250_3,300_4,250,300,3,4,79.26,0.9815808902740478,53.16263157894737,2.251020659988805
60_4,190_1,60,190,4,1,1.86,4.612487291717529,,
50_3,70_2,50,70,3,2,7.7,4.347156865692138,3.769473684210528,4.514297962750886
100_3,140_4,100,140,3,4,68.57,1.5554160057067872,36.31842105263158,3.043624587008828
230_1,260_2,230,260,1,2,5.87,4.68843558883667,3.2142105263157896,5.104825844333047
150_4,190_2,150,190,4,2,79.09,0.9907695148468018,52.23105263157895,2.3391890812321714
230_4,260_2,230,260,4,2,77.22,1.0494638410568238,48.353157894736846,2.499229950367777
60_3,200_3,60,200,3,3,22.97,3.729214351272583,9.62157894736842,4.33355676590769
160_1,160_2,160,160,1,2,1.0,4.650627205657959,,
180_1,220_1,180,220,1,1,20.95,3.632571924209594,8.678947368421053,4.285022969617342
200_1,230_3,200,230,1,3,6.14,4.44624801940918,3.5184210526315787,4.563383127433376
180_2,230_1,180,230,2,1,2.82,4.571083191680908,,
110_1,190_4,110,190,1,4,1.0,4.64946036529541,,
140_4,200_2,140,200,4,2,79.0,1.0044208206176757,52.29,2.323006175884448
110_4,270_2,110,270,4,2,76.35,1.1791806840896606,46.67473684210527,2.558812307869761
170_1,230_1,170,230,1,1,4.62,4.352414686584472,,
70_3,160_1,70,160,3,1,1.0,4.643920384979248,,
160_1,190_1,160,190,1,1,1.0,4.703922366333008,,
110_3,140_3,110,140,3,3,71.62,1.438913112640381,38.99736842105264,2.911816867115623
260_2,270_1,260,270,2,1,79.42,0.9916114951133728,52.72578947368421,2.277002841507761
80_3,100_4,80,100,3,4,43.04,2.771592805099487,18.022105263157897,3.9575087506545215
60_1,260_4,60,260,1,4,1.0,4.68019189453125,,
270_4,280_3,270,280,4,3,79.33,0.988417359638214,53.42368421052631,2.240759969836787
70_4,290_4,70,290,4,4,62.73,1.943441590881348,30.225263157894734,3.3763886760510897
100_4,260_1,100,260,4,1,69.85,1.4135949613571166,38.66315789473684,2.937882192059567
80_1,200_4,80,200,1,4,1.0,4.69023482208252,,
