key_a,key_b,clean_accuracy_permuted,clean_loss_permuted
170_2,80_3,42.32,3.0047104774475097
170_2,80_4,64.45,1.79250200881958
170_2,90_1,1.0,482.625608984375
170_2,90_2,72.9,1.3854467529296874
170_2,90_3,51.89,2.465988195800781
170_2,90_4,69.6,1.5151747840881347
170_3,170_3,78.51,1.007569844722748
170_3,170_4,77.89,1.0478025045394896
170_3,180_1,2.39,4.640265825653076
170_3,180_2,77.29,1.0630985404014588
170_3,180_3,77.7,1.0431235312461853
170_3,180_4,75.8,1.1365785619735718
170_3,190_1,3.77,4.509352685546875
170_3,190_2,77.37,1.0562723361968993
170_3,190_3,77.75,1.035156137752533
170_3,190_4,70.81,1.3517362621307374
170_3,200_1,2.81,4.498916530609131
170_3,200_2,77.17,1.0575002816200256
170_3,200_3,78.22,1.0335092452049255
170_3,200_4,61.97,1.7682938045501708
170_3,210_1,6.11,4.425671939086914
170_3,210_2,77.26,1.0570545190811158
170_3,210_3,77.86,1.0333204981803894
170_3,210_4,50.86,2.31331323928833
170_3,220_1,6.45,4.388528800201416
170_3,220_2,77.32,1.063558090877533
170_3,220_3,77.83,1.028149662399292
170_3,220_4,57.15,1.9621730964660644
170_3,230_1,8.42,4.301031159973144
170_3,230_2,78.05,1.0317943183898926
170_3,230_3,78.04,1.0258835498809815
170_3,230_4,63.67,1.6398057041168212
170_3,240_1,8.89,4.30292158126831
170_3,240_2,78.17,1.0255183921813964
170_3,240_3,78.1,1.0243033394813537
170_3,240_4,70.7,1.3170589728355409
170_3,250_1,8.38,4.351933769226074
170_3,250_2,78.15,1.0212806392669678
170_3,250_3,77.99,1.0234071400642395
170_3,250_4,75.59,1.1047477533340455
170_3,260_1,8.28,4.354694476318359
170_3,260_2,77.78,1.0307301343917847
170_3,260_3,77.55,1.0389733797073364
170_3,260_4,77.55,1.0393774828910827
170_3,270_1,36.73,3.0301396827697755
170_3,270_2,77.95,1.0241415992736815
170_3,270_3,77.98,1.030230480670929
170_3,270_4,77.69,1.0342899127960206
170_3,280_1,77.72,1.0387990859031677
170_3,280_2,78.06,1.0237656871795655
170_3,280_3,77.89,1.0250047677993774
170_3,280_4,77.9,1.0294558404922485
170_3,290_1,77.94,1.0305894478797912
170_3,290_2,77.9,1.029705784034729
170_3,290_3,78.01,1.0277051993370057
170_3,290_4,77.77,1.0301954634666444
170_3,300_1,77.96,1.0315625082015991
170_3,300_2,78.07,1.0269755012512207
170_3,300_3,77.9,1.02672913646698
170_3,300_4,77.86,1.0314967325210571
170_3,50_1,1.0,3235.43183984375
170_3,50_2,47.11,2.8631946689605714
170_3,50_3,28.51,3.765663858413696
170_3,50_4,20.97,3.8009360160827637
170_3,60_1,1.0,581.8551345703125
170_3,60_2,51.03,2.6244622013092043
170_3,60_3,37.93,3.4851151168823242
170_3,60_4,30.46,3.4130781776428223
170_3,70_1,0.98,41.76790780029297
170_3,70_2,62.29,2.03772340927124
170_3,70_3,41.93,3.189069560241699
170_3,70_4,41.41,2.8958204807281493
170_3,80_1,1.0,30.3629697265625
170_3,80_2,62.25,1.942567091369629
170_3,80_3,48.56,2.7317169792175293
170_3,80_4,49.72,2.471685641479492
170_3,90_1,1.0,16.01094795837402
170_3,90_2,67.97,1.6193235721588135
170_3,90_3,54.59,2.3470958595275877
170_3,90_4,58.53,2.0105997833251954
170_4,170_4,78.78,1.0201515752315522
170_4,180_1,4.56,4.534148921203613
170_4,180_2,76.95,1.0997215728759766
170_4,180_3,78.0,1.0457865232467651
170_4,180_4,78.51,1.0115534497261047
170_4,190_1,8.21,4.3815521759033205
170_4,190_2,77.47,1.0768346650123597
170_4,190_3,78.14,1.0340069594383239
170_4,190_4,77.02,1.0646290014266968
170_4,200_1,9.28,4.1794053646087646
170_4,200_2,77.28,1.0761285927772521
170_4,200_3,78.37,1.0229450739860535
170_4,200_4,73.53,1.21088960647583
170_4,210_1,15.87,3.9084213134765626
170_4,210_2,77.31,1.0813284808158874
170_4,210_3,78.44,1.0305248498916626
170_4,210_4,67.81,1.4511128841400147
170_4,220_1,13.34,4.0134369606018065
170_4,220_2,76.96,1.0879680232048035
170_4,220_3,78.24,1.0329218665122986
170_4,220_4,70.72,1.3208824369430543
170_4,230_1,17.88,3.894144825744629
170_4,230_2,78.12,1.0278212132453919
170_4,230_3,78.34,1.0274311371803284
170_4,230_4,73.19,1.2126024458885194
170_4,240_1,19.54,3.7961125991821287
170_4,240_2,78.38,1.0133834581375123
170_4,240_3,78.5,1.0172353850364686
170_4,240_4,75.96,1.0856904032707215
170_4,250_1,18.78,3.8947009887695314
170_4,250_2,78.43,1.0101275246620178
170_4,250_3,78.0,1.0345031242370606
170_4,250_4,77.86,1.025996014881134
170_4,260_1,20.27,3.8430805442810057
170_4,260_2,78.51,1.0146284992218018
170_4,260_3,77.66,1.052032658958435
170_4,260_4,78.6,1.0075364780426026
170_4,270_1,57.99,1.9110610801696777
170_4,270_2,78.44,1.014454686832428
170_4,270_3,78.14,1.0310461933135986
170_4,270_4,78.46,1.0160916749954223
170_4,280_1,77.57,1.0585643184661866
170_4,280_2,78.22,1.0162415506362914
170_4,280_3,78.3,1.0210365187644959
170_4,280_4,78.2,1.0184293008804322
170_4,290_1,78.39,1.0268595449447633
170_4,290_2,78.26,1.022670938682556
170_4,290_3,78.45,1.0202596762657166
170_4,290_4,78.12,1.0231954642295837
170_4,300_1,78.12,1.0262513653755188
170_4,300_2,78.47,1.0192753852844239
170_4,300_3,78.36,1.021604494857788
170_4,300_4,78.11,1.0252086659431459
170_4,50_1,1.0,308.65522880859373
170_4,50_2,47.56,2.8322794731140135
170_4,50_3,31.39,3.613217052078247
170_4,50_4,20.5,3.807743699264526
170_4,60_1,1.0,189.02730615234375
170_4,60_2,49.5,2.6481346290588377
170_4,60_3,34.43,3.4428798545837402
170_4,60_4,32.85,3.2526185745239258
170_4,70_1,0.97,5.183914334106445
170_4,70_2,63.03,1.9843401062011718
170_4,70_3,44.06,2.968948383331299
170_4,70_4,48.71,2.5171250217437744
170_4,80_1,1.0,39.81553473510742
170_4,80_2,63.67,1.8885210416793823
170_4,80_3,52.05,2.5571023002624513
170_4,80_4,55.56,2.1590715705871584
170_4,90_1,1.0,46.401405212402345
170_4,90_2,68.36,1.6116131063461303
170_4,90_3,56.95,2.2084566207885743
170_4,90_4,62.75,1.794082220840454
180_1,180_1,78.12,0.985716888141632
180_1,180_2,1.01,4.604124450683594
180_1,180_3,1.16,4.598344816589355
180_1,180_4,3.99,4.446736727905273
180_1,190_1,12.44,4.1596031074523925
180_1,190_2,2.68,4.600285585021973
180_1,190_3,1.13,4.5870113357543945
180_1,190_4,6.24,4.274508325576782
180_1,200_1,20.93,3.9145543941497802
180_1,200_2,1.01,4.61202559967041
180_1,200_3,3.13,4.548859848022461
180_1,200_4,8.93,4.13490020904541
180_1,210_1,17.23,3.9146413440704344
180_1,210_2,1.18,4.610628646850586
180_1,210_3,2.15,4.5857083602905275
180_1,210_4,12.58,3.9598009410858155
180_1,220_1,13.72,4.1150687911987305
180_1,220_2,1.67,4.608033754730225
180_1,220_3,1.24,4.59304408493042
180_1,220_4,10.45,4.0427129959106445
180_1,230_1,15.83,3.8645634399414064
180_1,230_2,1.72,4.600383847808838
180_1,230_3,1.82,4.580505823516845
180_1,230_4,11.52,4.096165996170044
180_1,240_1,11.91,4.020311909484863
180_1,240_2,2.2,4.58373883972168
180_1,240_3,1.96,4.584704946899414
180_1,240_4,7.3,4.291147386932373
180_1,250_1,18.74,3.817876532745361
180_1,250_2,2.49,4.576320515441894
180_1,250_3,1.39,4.595843745422363
180_1,250_4,5.53,4.413427270507812
180_1,260_1,15.36,3.93571361618042
180_1,260_2,2.61,4.580662574005127
180_1,260_3,2.27,4.597822508239746
180_1,260_4,2.31,4.541078379821777
180_1,270_1,13.32,4.054315169906616
180_1,270_2,2.37,4.579838399505615
180_1,270_3,1.94,4.586498728179931
180_1,270_4,3.17,4.558202568817139
180_1,280_1,1.95,4.6048986488342285
180_1,280_2,2.09,4.587066745758056
180_1,280_3,2.04,4.585020988464356
180_1,280_4,1.71,4.578445498657227
180_1,290_1,1.96,4.592598218536377
180_1,290_2,2.05,4.587661694335938
180_1,290_3,1.88,4.5895203033447265
180_1,290_4,1.96,4.588641795349121
180_1,300_1,2.73,4.585499309539795
180_1,300_2,2.0,4.585813146972656
180_1,300_3,1.91,4.5890333885192875
180_1,300_4,2.03,4.587934971618652
180_1,50_1,1.0,4.987723048400879
180_1,50_2,1.0,4.6084612869262696
180_1,50_3,1.37,4.648256549072266
180_1,50_4,1.01,4.606331837463379
180_1,60_1,1.0,4.686253968811035
180_1,60_2,0.94,4.607857399749756
180_1,60_3,1.68,4.61828935546875
180_1,60_4,1.08,4.604596923828125
180_1,70_1,1.0,4.608653653717041
180_1,70_2,1.43,4.604191748809814
180_1,70_3,1.16,4.647419515991211
180_1,70_4,1.12,4.610094744110107
180_1,80_1,1.07,4.609210012054444
180_1,80_2,1.89,4.605461343383789
180_1,80_3,1.53,4.634484558105469
180_1,80_4,1.0,4.63177502746582
180_1,90_1,1.39,4.628943084716797
180_1,90_2,2.06,4.609937518310547
180_1,90_3,1.59,4.617743759918213
180_1,90_4,1.68,4.620429345703125
180_2,180_2,78.09,1.0408275451660156
180_2,180_3,77.23,1.0599014212608338
180_2,180_4,70.83,1.3762530027389526
180_2,190_1,3.32,4.583993167114258
180_2,190_2,78.92,1.0102147156715393
180_2,190_3,77.41,1.062189853954315
180_2,190_4,55.73,2.102066667175293
180_2,200_1,1.18,4.587731493377685
180_2,200_2,78.79,1.0061832234382628
180_2,200_3,77.0,1.0753863291740418
180_2,200_4,33.9,3.16982276763916
180_2,210_1,2.37,4.567391442108154
180_2,210_2,78.52,1.008048971557617
180_2,210_3,78.04,1.0369592030525208
180_2,210_4,18.84,3.8853784980773924
180_2,220_1,2.11,4.578256532287598
180_2,220_2,78.71,1.0113227725028993
180_2,220_3,77.88,1.037672802734375
180_2,220_4,26.45,3.5376816444396972
180_2,230_1,2.79,4.56506457901001
180_2,230_2,78.47,1.0113028232574464
180_2,230_3,77.97,1.030653939819336
180_2,230_4,36.7,2.9767833831787107
180_2,240_1,3.29,4.547788285064697
180_2,240_2,77.87,1.028992411136627
180_2,240_3,78.17,1.0272695280075073
180_2,240_4,53.63,2.1406709243774413
180_2,250_1,3.09,4.5628858535766605
180_2,250_2,77.73,1.0389014167785644
180_2,250_3,78.4,1.0154183130264283
180_2,250_4,69.16,1.405964193725586
180_2,260_1,3.5,4.563154285430908
180_2,260_2,77.48,1.0405501384735107
180_2,260_3,78.38,1.0123917417526245
180_2,260_4,75.45,1.120602402496338
180_2,270_1,9.67,4.447468687438965
180_2,270_2,78.02,1.0258688863754273
180_2,270_3,78.24,1.0179728193283082
180_2,270_4,77.23,1.0619036861419677
180_2,280_1,78.25,1.0205948150634765
180_2,280_2,78.1,1.0223668628692626
180_2,280_3,78.09,1.0203664043426515
180_2,280_4,77.77,1.0359646278381347
180_2,290_1,78.27,1.0232825595855712
180_2,290_2,77.91,1.0271530210494995
180_2,290_3,78.02,1.0240623901367187
180_2,290_4,77.92,1.0311539828300476
180_2,300_1,78.09,1.0260804827690124
180_2,300_2,78.23,1.0222437408447265
180_2,300_3,78.09,1.0248273571968078
180_2,300_4,77.97,1.0296869396209716
180_2,50_1,1.0,21067.39513125
180_2,50_2,54.09,2.567545648956299
180_2,50_3,22.24,3.939223127746582
180_2,50_4,35.14,3.294913182067871
180_2,60_1,1.0,2192.281632421875
180_2,60_2,58.73,2.327448728942871
180_2,60_3,26.45,3.8331270248413087
180_2,60_4,48.07,2.7502343761444092
180_2,70_1,1.0,124.15147448730468
180_2,70_2,67.27,1.8019505741119384
180_2,70_3,33.19,3.513698128128052
180_2,70_4,61.39,2.0445106681823733
180_2,80_1,1.0,1965.55852421875
180_2,80_2,69.93,1.5973802667617798
180_2,80_3,42.69,3.050197171020508
180_2,80_4,65.62,1.758104460144043
180_2,90_1,1.0,541.3630435546875
180_2,90_2,73.12,1.394654864692688
180_2,90_3,49.39,2.60372890625
180_2,90_4,69.78,1.5123594711303712
180_3,180_3,78.44,1.0115972721099853
180_3,180_4,76.42,1.1078038084983826
180_3,190_1,3.47,4.562568284606933
180_3,190_2,77.51,1.045530583190918
180_3,190_3,78.2,1.0194352517127991
180_3,190_4,72.49,1.2765303260803222
180_3,200_1,2.61,4.495114099121094
180_3,200_2,77.65,1.0376849897384643
180_3,200_3,78.12,1.0194713331222534
180_3,200_4,64.58,1.6389821447372437
180_3,210_1,7.82,4.363002063751221
180_3,210_2,77.69,1.0424387113571167
180_3,210_3,78.49,1.0163195850372315
180_3,210_4,53.69,2.148713416290283
180_3,220_1,8.19,4.333011192321777
180_3,220_2,77.47,1.0503152442932129
180_3,220_3,78.45,1.0165529997825622
180_3,220_4,59.9,1.8219682476043702
180_3,230_1,8.45,4.349808066558838
180_3,230_2,78.25,1.0178069624900818
180_3,230_3,78.49,1.0193514513969422
180_3,230_4,65.93,1.5428591566085816
180_3,240_1,9.41,4.349634661102295
180_3,240_2,78.45,1.0076797142982483
180_3,240_3,78.85,1.0033687455177307
180_3,240_4,72.38,1.252052130317688
180_3,250_1,8.64,4.3925608535766605
180_3,250_2,78.49,1.007652331161499
180_3,250_3,78.19,1.0154665024757386
180_3,250_4,76.31,1.0838806545257569
180_3,260_1,9.74,4.37768454284668
180_3,260_2,78.43,1.0145756980895997
180_3,260_3,78.01,1.0284580507278442
180_3,260_4,78.0,1.0224856168746947
180_3,270_1,41.05,2.813348505401611
180_3,270_2,78.38,1.0083747505187988
180_3,270_3,78.49,1.0173895774841308
180_3,270_4,78.22,1.0191958181381227
180_3,280_1,77.7,1.0323209424972535
180_3,280_2,78.26,1.0112827603340149
180_3,280_3,78.4,1.011984460067749
180_3,280_4,78.22,1.0167305381774903
180_3,290_1,78.45,1.0154819031715394
180_3,290_2,78.43,1.0147253177642823
180_3,290_3,78.5,1.0132099038124085
180_3,290_4,78.24,1.017550814819336
180_3,300_1,78.29,1.0181837656021118
180_3,300_2,78.49,1.0126601098060608
180_3,300_3,78.29,1.0137107955932618
180_3,300_4,78.31,1.0177672763824464
180_3,50_1,1.0,3881.3082796875
180_3,50_2,47.94,2.8491712100982665
180_3,50_3,27.58,3.7924363075256347
180_3,50_4,20.74,3.816516540145874
180_3,60_1,1.0,86.74357514648437
180_3,60_2,51.43,2.6293370738983155
180_3,60_3,33.19,3.659673574066162
180_3,60_4,27.98,3.4717407245635985
180_3,70_1,1.24,57.382821276855466
180_3,70_2,60.87,2.098664895629883
180_3,70_3,42.68,3.222204936981201
180_3,70_4,44.33,2.789386199951172
180_3,80_1,1.0,49.40384281005859
180_3,80_2,61.91,1.9948242427825928
180_3,80_3,50.53,2.6723906898498537
180_3,80_4,50.5,2.4463443840026855
180_3,90_1,1.0,110.51160616455078
180_3,90_2,68.21,1.6253140674591064
180_3,90_3,54.54,2.3577219917297363
180_3,90_4,59.0,1.978232469558716
180_4,180_4,78.12,1.0187614681243897
180_4,190_1,17.95,4.057970752716065
180_4,190_2,72.01,1.3192497379302979
180_4,190_3,77.21,1.080023989200592
180_4,190_4,78.59,0.9944073657989502
180_4,200_1,22.17,3.5377125995635987
180_4,200_2,71.12,1.343661957168579
180_4,200_3,77.7,1.055208924293518
180_4,200_4,78.17,1.0115634338378907
180_4,210_1,39.82,2.795897688674927
180_4,210_2,71.1,1.3572966831207276
180_4,210_3,76.93,1.083594596195221
180_4,210_4,77.17,1.048807848930359
180_4,220_1,40.82,2.695192932128906
180_4,220_2,71.3,1.3355810249328612
180_4,220_3,76.83,1.0841458718299866
180_4,220_4,77.44,1.0271701314926147
180_4,230_1,51.49,2.190858337593079
180_4,230_2,75.89,1.1274188207626343
180_4,230_3,76.99,1.0825120152473449
180_4,230_4,77.6,1.0077677730560304
180_4,240_1,52.38,2.144212551116943
180_4,240_2,77.43,1.0627757546424865
180_4,240_3,77.21,1.0737772126197815
180_4,240_4,78.11,0.9911946220397949
180_4,250_1,50.63,2.246048351287842
180_4,250_2,77.68,1.0414080039024354
180_4,250_3,76.13,1.124232597541809
180_4,250_4,78.31,1.0022359411239623
180_4,260_1,55.04,2.0550002639770506
180_4,260_2,77.23,1.0549414781570434
180_4,260_3,74.1,1.200527245616913
180_4,260_4,78.43,1.0090432868003845
180_4,270_1,73.57,1.1984187179565429
180_4,270_2,77.34,1.0613810983657836
180_4,270_3,75.97,1.1232039478302003
180_4,270_4,77.61,1.0432277658462525
180_4,280_1,74.57,1.1866457306861877
180_4,280_2,76.74,1.0765088517189025
180_4,280_3,76.8,1.088967351436615
180_4,280_4,77.08,1.0699141859054566
180_4,290_1,76.5,1.0984347359657287
180_4,290_2,76.81,1.0836229979515075
180_4,290_3,76.79,1.082638252925873
180_4,290_4,76.64,1.0863531860351563
180_4,300_1,76.71,1.0942930339813233
180_4,300_2,77.02,1.0798300297737122
180_4,300_3,76.7,1.084558892059326
180_4,300_4,76.68,1.087807946395874
180_4,50_1,1.0,35.177549346923826
180_4,50_2,25.7,3.7625960006713868
180_4,50_3,25.17,3.8354583526611328
180_4,50_4,8.24,4.318501770782471
180_4,60_1,1.0,117.39275517578125
180_4,60_2,29.86,3.537302760696411
180_4,60_3,29.55,3.6936968238830565
180_4,60_4,11.73,4.1650611053466795
180_4,70_1,1.0,5.330777796936035
180_4,70_2,44.19,2.9896109432220457
180_4,70_3,34.62,3.3322881702423097
180_4,70_4,22.54,3.658798286819458
180_4,80_1,1.0,6.718267050933838
180_4,80_2,43.19,2.9381558708190916
180_4,80_3,46.18,2.842271170806885
180_4,80_4,28.69,3.3756861946105956
180_4,90_1,1.45,8.381241976928711
180_4,90_2,51.85,2.449437594985962
180_4,90_3,48.14,2.6514521171569823
180_4,90_4,39.66,2.8605823608398437
190_1,190_1,77.81,0.9933093280792237
190_1,190_2,1.73,4.597297716522217
190_1,190_3,3.44,4.575538877868652
190_1,190_4,18.08,3.77064207611084
190_1,200_1,25.7,3.725370422363281
190_1,200_2,1.78,4.597547891998291
190_1,200_3,3.44,4.530526538848877
190_1,200_4,25.22,3.5102265594482422
190_1,210_1,16.08,4.107112419128418
190_1,210_2,2.53,4.597649055480957
190_1,210_3,3.35,4.571078187561035
190_1,210_4,25.79,3.468302934265137
190_1,220_1,23.91,3.599661279296875
190_1,220_2,2.42,4.594761378479004
190_1,220_3,2.96,4.569729744720459
190_1,220_4,26.09,3.5579279163360598
190_1,230_1,22.1,3.783108143234253
190_1,230_2,3.11,4.577614134216309
190_1,230_3,2.88,4.574184704589844
190_1,230_4,23.19,3.704954188537598
190_1,240_1,32.5,3.2776664165496827
190_1,240_2,3.54,4.557697064208984
190_1,240_3,3.08,4.576576123046875
190_1,240_4,15.44,3.9707486259460447
190_1,250_1,32.59,3.4190408493041993
190_1,250_2,4.48,4.543635806274414
190_1,250_3,3.18,4.585791938781738
190_1,250_4,9.82,4.239539543151856
190_1,260_1,29.73,3.450404495239258
190_1,260_2,3.86,4.549439685821533
190_1,260_3,2.62,4.586628601074219
190_1,260_4,5.73,4.444221167755127
190_1,270_1,28.72,3.546897077178955
190_1,270_2,2.99,4.563552541351318
190_1,270_3,1.95,4.580539306640625
190_1,270_4,3.69,4.540040180206299
190_1,280_1,2.76,4.584088794708252
190_1,280_2,3.32,4.568710786437988
190_1,280_3,3.42,4.574200724029541
190_1,280_4,3.21,4.566248007202148
190_1,290_1,3.38,4.571192849731445
190_1,290_2,3.08,4.570046866607666
190_1,290_3,2.53,4.5676257614135745
190_1,290_4,3.21,4.571487724304199
190_1,300_1,3.37,4.572682581329346
190_1,300_2,3.83,4.566699998474121
190_1,300_3,3.96,4.569389308166504
190_1,300_4,3.75,4.566630425262451
190_1,50_1,1.0,15.640407250976562
190_1,50_2,1.19,4.603339427185059
190_1,50_3,3.22,4.559450889587402
190_1,50_4,1.12,4.604756465911866
190_1,60_1,1.19,4.601226756286621
190_1,60_2,1.97,4.601477143859864
190_1,60_3,2.22,4.5737135696411135
190_1,60_4,1.43,4.603877179718018
190_1,70_1,1.09,4.605472403717041
190_1,70_2,1.33,4.601016487121582
190_1,70_3,2.42,4.58021496887207
190_1,70_4,2.45,4.603133554077148
190_1,80_1,0.95,4.607468758392334
190_1,80_2,2.15,4.602334783172608
190_1,80_3,2.14,4.569909250640869
190_1,80_4,1.26,4.608490271759033
190_1,90_1,1.17,4.643496539306641
190_1,90_2,1.71,4.598096389770507
190_1,90_3,2.62,4.578690846252441
190_1,90_4,1.82,4.607047466278076
190_2,190_2,78.26,1.0320519807815551
190_2,190_3,77.69,1.0426903074264526
190_2,190_4,60.99,1.8423582530975342
190_2,200_1,2.42,4.5959214653015135
190_2,200_2,78.78,1.0013542998313905
190_2,200_3,77.55,1.04280312128067
190_2,200_4,41.01,2.825129765701294
190_2,210_1,3.23,4.571802635192871
190_2,210_2,78.88,0.9973925682067871
190_2,210_3,78.42,1.0190293157577515
190_2,210_4,23.15,3.6919356204986573
190_2,220_1,2.16,4.573880949401856
190_2,220_2,78.92,1.0046172101974487
190_2,220_3,78.15,1.0246670866966248
190_2,220_4,31.23,3.291392203140259
190_2,230_1,2.89,4.557634323883057
190_2,230_2,78.74,1.0041431982040405
190_2,230_3,78.39,1.0151088313102723
190_2,230_4,41.66,2.7492543800354006
190_2,240_1,3.5,4.541341801452637
190_2,240_2,78.45,1.0148080772399903
190_2,240_3,78.55,1.0100440907478332
190_2,240_4,58.25,1.9247576580047607
190_2,250_1,3.27,4.559857113647461
190_2,250_2,78.31,1.0203514196395873
190_2,250_3,78.44,1.0084126218795777
190_2,250_4,71.24,1.3148873846054077
190_2,260_1,3.61,4.55467158203125
190_2,260_2,78.14,1.0228608242034911
190_2,260_3,78.43,1.0092728045463562
190_2,260_4,76.59,1.0799567430496215
190_2,270_1,12.56,4.336401776123047
190_2,270_2,78.51,1.0111742829322814
190_2,270_3,78.57,1.0082068286895751
190_2,270_4,77.84,1.0374451473236084
190_2,280_1,78.55,1.0143208897590636
190_2,280_2,78.52,1.008729695892334
190_2,280_3,78.76,1.0081595993995667
190_2,280_4,78.19,1.018839029121399
190_2,290_1,78.69,1.0106153960227966
190_2,290_2,78.42,1.0132290467262268
190_2,290_3,78.61,1.011432360458374
190_2,290_4,78.38,1.0158680259704589
190_2,300_1,78.53,1.0140956543922424
190_2,300_2,78.57,1.0105908728599549
190_2,300_3,78.44,1.0121662977218628
190_2,300_4,78.25,1.0164352271080017
190_2,50_1,1.0,9396.8453703125
190_2,50_2,52.17,2.6113628936767577
190_2,50_3,26.48,3.9087513423919678
190_2,50_4,32.22,3.3762648754119873
190_2,60_1,1.0,17131.126725
190_2,60_2,57.5,2.3336398735046386
190_2,60_3,27.0,3.7985686267852783
190_2,60_4,43.06,2.8689537078857423
190_2,70_1,1.0,208.7748306640625
190_2,70_2,67.34,1.8054529802322388
190_2,70_3,33.5,3.509798946380615
190_2,70_4,58.84,2.157870626449585
190_2,80_1,1.0,1101.81448515625
190_2,80_2,69.43,1.6205576379776
190_2,80_3,40.81,3.0187925788879393
190_2,80_4,63.36,1.835188217163086
190_2,90_1,1.0,745.3756525390625
190_2,90_2,72.77,1.4071603946685791
190_2,90_3,49.4,2.590228800201416
190_2,90_4,68.39,1.5736193778991698
190_3,190_3,78.08,1.0254981394767761
190_3,190_4,74.49,1.197612515258789
190_3,200_1,3.66,4.403833561706543
190_3,200_2,77.89,1.0349648414611816
190_3,200_3,78.27,1.0110334106445313
190_3,200_4,67.82,1.498288020133972
190_3,210_1,9.58,4.3119197273254395
190_3,210_2,77.59,1.042985852241516
190_3,210_3,78.47,1.0078039021492005
190_3,210_4,57.74,1.9331447496414185
190_3,220_1,7.54,4.362718272399903
190_3,220_2,77.6,1.0490187631607055
190_3,220_3,78.29,1.0156653155326842
190_3,220_4,63.42,1.6552210693359375
190_3,230_1,9.49,4.322330337524414
190_3,230_2,78.44,1.0092277529716491
190_3,230_3,78.57,1.0068256978988648
190_3,230_4,68.71,1.4196913061141967
190_3,240_1,11.41,4.228243622589111
190_3,240_2,78.74,1.0025044651985169
190_3,240_3,78.64,1.0034155283927917
190_3,240_4,74.06,1.1789525844573974
190_3,250_1,11.01,4.325462446594238
190_3,250_2,78.81,0.999761611366272
190_3,250_3,78.46,1.0110787244796753
190_3,250_4,77.22,1.0479707138061523
190_3,260_1,11.86,4.319853536987305
190_3,260_2,78.74,1.0074706315994262
190_3,260_3,78.34,1.0182434309959412
190_3,260_4,78.56,1.010623144054413
190_3,270_1,45.36,2.595785570907593
190_3,270_2,78.54,1.0048975217819214
190_3,270_3,78.56,1.0104628615379334
190_3,270_4,78.46,1.0126612447738648
190_3,280_1,78.11,1.023959559059143
190_3,280_2,78.52,1.0047865591049194
190_3,280_3,78.68,1.0064409971237183
190_3,280_4,78.58,1.0111149530410766
190_3,290_1,78.7,1.010804770755768
190_3,290_2,78.7,1.009290256881714
190_3,290_3,78.6,1.007723256778717
190_3,290_4,78.6,1.0119331751823426
190_3,300_1,78.61,1.0110974884033204
190_3,300_2,78.65,1.0078194382667542
190_3,300_3,78.62,1.008768369960785
190_3,300_4,78.79,1.0106077439308168
190_3,50_1,1.0,6695.92884765625
190_3,50_2,44.79,2.9248929538726807
190_3,50_3,25.41,3.853189101409912
190_3,50_4,16.91,3.9516770961761476
190_3,60_1,1.0,218.8673158203125
190_3,60_2,48.84,2.72087794342041
190_3,60_3,32.14,3.639447813796997
190_3,60_4,24.98,3.5689030292510986
190_3,70_1,1.0,19.596167596435546
190_3,70_2,59.6,2.1324561042785644
190_3,70_3,38.94,3.2482012786865235
190_3,70_4,39.55,2.924069683456421
190_3,80_1,1.0,96.22883012695313
190_3,80_2,60.99,2.0093235231399538
190_3,80_3,49.54,2.7035146793365477
190_3,80_4,48.83,2.4709609874725342
190_3,90_1,1.0,93.14187275390626
190_3,90_2,67.67,1.6523878780364991
190_3,90_3,53.86,2.3842752197265624
190_3,90_4,57.15,2.060793970680237
190_4,190_4,77.9,1.0105758977890014
190_4,200_1,38.83,2.9120476272583007
190_4,200_2,59.73,1.8850546710968017
190_4,200_3,75.89,1.1363094136238099
190_4,200_4,78.87,0.9885762839317321
190_4,210_1,55.9,2.0392850854873656
190_4,210_2,59.14,1.9192754833221435
190_4,210_3,73.68,1.2245762327194214
190_4,210_4,78.51,0.9870611015319825
190_4,220_1,59.86,1.7954100971221925
190_4,220_2,59.55,1.8917545124053956
190_4,220_3,74.11,1.2168916747093201
190_4,220_4,78.68,0.9836671303749085
190_4,230_1,63.97,1.5956806491851807
190_4,230_2,71.09,1.3526919088363647
190_4,230_3,74.35,1.2118150773048402
190_4,230_4,78.67,0.9803743770599366
190_4,240_1,67.26,1.4519242843627929
190_4,240_2,75.01,1.1703820037841797
190_4,240_3,74.56,1.1954249112129212
190_4,240_4,78.71,0.9873909519195556
190_4,250_1,67.02,1.4689528858184815
190_4,250_2,75.83,1.1192820816040039
190_4,250_3,71.87,1.3121118041992188
190_4,250_4,78.36,1.0033635764122009
190_4,260_1,69.07,1.3931123987197875
190_4,260_2,75.21,1.1505784539222716
190_4,260_3,67.11,1.5213845918655395
190_4,260_4,77.99,1.033519534111023
190_4,270_1,77.08,1.045306566619873
190_4,270_2,74.84,1.1722894804000854
190_4,270_3,71.58,1.320724027633667
190_4,270_4,76.06,1.1114994203567505
190_4,280_1,68.28,1.4649595500946044
190_4,280_2,74.08,1.2052228372573852
190_4,280_3,73.5,1.235753306388855
190_4,280_4,74.75,1.181708666229248
190_4,290_1,72.94,1.2529058528900145
190_4,290_2,73.84,1.2190954685211182
190_4,290_3,73.66,1.2195354969978331
190_4,290_4,73.79,1.222223668575287
190_4,300_1,73.12,1.2463461316108704
190_4,300_2,73.88,1.2128382243156433
190_4,300_3,73.73,1.2213976121902466
