key_a,key_b,l2_distance,cosine_similarity
100_1,260_1,27.282404529743992,0.13842801373904054
100_1,260_2,26.598902866996657,0.13911612915988475
100_1,260_3,26.45717255797006,0.13945821622665877
100_1,260_4,26.74588200114977,0.1388611607039221
100_1,270_1,26.70910506603024,0.1389441743155602
100_1,270_2,26.705599590461752,0.13889925342835766
100_1,270_3,26.425189370817296,0.1395462422784146
100_1,270_4,26.7880626142408,0.1387444993619566
100_1,280_1,26.76813258289563,0.13878835541074322
100_1,280_2,26.5296034172271,0.13927186910526726
100_1,280_3,26.596464072663643,0.1391472049424997
100_1,280_4,26.7577899080376,0.13880943084936528
100_1,290_1,26.73451244515323,0.13887355993568518
100_1,290_2,26.531595992158483,0.1392854708457328
100_1,290_3,26.396181498418876,0.13961330314132894
100_1,290_4,26.720461565596313,0.1388884175800312
100_1,300_1,26.585590606323436,0.13930869080802413
100_1,300_2,26.561425988033186,0.13922170702856607
100_1,300_3,26.30451056290184,0.13983780760854628
100_1,300_4,26.622745448035488,0.139104551432996
100_1,50_1,29.638401179059453,0.12299200020090384
100_1,50_2,26.35142782157379,0.1368394217702845
100_1,50_3,26.94498125004129,0.13945470870029136
100_1,50_4,25.82337189120913,0.13950200003934965
100_1,60_1,29.56354980432428,0.13752689303771332
100_1,60_2,26.190262703356307,0.13849241555570954
100_1,60_3,27.014113043318673,0.14042038313052466
100_1,60_4,25.767022780249636,0.14247779138261213
100_1,70_1,29.418407044223166,0.1504716994193768
100_1,70_2,26.08835938311273,0.13931292663221506
100_1,70_3,26.972302337352463,0.1388895975173025
100_1,70_4,25.78892929744931,0.1448872267027841
100_1,80_1,29.341567201308404,0.16063045903640139
100_1,80_2,25.911907256824602,0.14026296124050508
100_1,80_3,26.84234859383662,0.14044677761297755
100_1,80_4,25.654909336811592,0.14790840573689634
100_1,90_1,29.247172180853898,0.17044457797732068
100_1,90_2,26.066033322712688,0.14001784102951398
100_1,90_3,26.904732397400238,0.13943725115855918
100_1,90_4,25.624054753918877,0.15026698184095097
100_2,100_3,15.874199551489028,0.5574122775202531
100_2,100_4,13.265823838970723,0.649265168873522
100_2,110_1,26.09237226745469,0.15358130468129233
100_2,110_2,13.867134531321447,0.6361240042632118
100_2,110_3,15.745028418802399,0.5674999844113909
100_2,110_4,13.372103791820743,0.6452498001958483
100_2,120_1,25.997807326791936,0.17739285076483793
100_2,120_2,13.761797775915895,0.6333832152814111
100_2,120_3,15.3601472652229,0.5777034507032388
100_2,120_4,13.393903447276074,0.6434419535316308
100_2,130_1,25.298572142642335,0.2106821481570764
100_2,130_2,13.948698832910967,0.6284479565613491
100_2,130_3,15.190305431417064,0.5856106255959882
100_2,130_4,13.564840342558432,0.6411933641304893
100_2,140_1,24.89645963478161,0.2438401914310475
100_2,140_2,14.010591070949589,0.626499933203011
100_2,140_3,15.220112161909762,0.59129091644383
100_2,140_4,13.719200625254912,0.6387273214925296
100_2,150_1,24.226345179625483,0.2745392146048218
100_2,150_2,13.96858269360223,0.6257457357486514
100_2,150_3,15.591395842214075,0.5933568229394962
100_2,150_4,13.979663541600875,0.6340470788491679
100_2,160_1,23.99615285783426,0.30946931366253755
100_2,160_2,13.939431483112518,0.624673872103057
100_2,160_3,15.110447491250582,0.5992064334136809
100_2,160_4,14.77806863987288,0.6253898769796435
100_2,170_1,23.35730366181915,0.3499168577819496
100_2,170_2,13.935381267823512,0.6231829379105742
100_2,170_3,14.947418748859644,0.6021821380122748
100_2,170_4,16.107890852796594,0.6142095961197745
100_2,180_1,22.846640800443794,0.39609767750619407
100_2,180_2,14.040459577763038,0.6217203683491687
100_2,180_3,14.921642035332894,0.6048743865379929
100_2,180_4,17.07870464509505,0.6066889046678997
100_2,190_1,22.06572197452309,0.44016542336236153
100_2,190_2,13.949412371599054,0.6222316341450606
100_2,190_3,15.095606763941959,0.6045616023614971
100_2,190_4,17.886836313742105,0.6009441501134265
100_2,200_1,21.66012461385231,0.4776994514141511
100_2,200_2,14.044272304526356,0.6209915384255282
100_2,200_3,15.003160901609789,0.6064390839905813
100_2,200_4,18.523061479562276,0.5963275037153118
100_2,210_1,20.976582767678348,0.5157397778785247
100_2,210_2,14.221059358663195,0.6180710857327701
100_2,210_3,15.045489139657986,0.6069731144660895
100_2,210_4,18.270785737226564,0.5961855192682923
100_2,220_1,20.878884470200532,0.5358483199168095
100_2,220_2,15.149924870402678,0.6102586464665339
100_2,220_3,14.903227435898474,0.6087061180384218
100_2,220_4,17.67289040846627,0.5983214801642363
100_2,230_1,21.03266443860628,0.5492521214120663
100_2,230_2,15.010066100667855,0.6108232155497283
100_2,230_3,14.917046309305052,0.6100164625182964
100_2,230_4,16.62365835198338,0.6031083919401244
100_2,240_1,20.694720644283056,0.5613033584052716
100_2,240_2,14.979517212552738,0.6111768462567551
100_2,240_3,14.674473715172132,0.6136013170291551
100_2,240_4,15.727932543284346,0.6075068098770631
100_2,250_1,19.703575229463574,0.5745149384995356
100_2,250_2,14.889179632888132,0.6118850690073562
100_2,250_3,14.620782750226194,0.6136002683062832
100_2,250_4,15.144575591163253,0.6106130446327174
100_2,260_1,15.353926390542671,0.6093276991655329
100_2,260_2,14.62240906226555,0.6135251536015778
100_2,260_3,14.477269228184452,0.6144770140009015
100_2,260_4,14.771958020748086,0.612770964449032
100_2,270_1,14.73297426535563,0.613046685052762
100_2,270_2,14.731507381657186,0.6129152958682561
100_2,270_3,14.443866400932444,0.6147494955675169
100_2,270_4,14.816529036750717,0.6124539629732192
100_2,280_1,14.79579308119441,0.6125772500030893
100_2,280_2,14.550595502411873,0.6140139005562851
100_2,280_3,14.619022351443006,0.613606228936523
100_2,280_4,14.784943251499918,0.6126453756567667
100_2,290_1,14.760455807196664,0.6128166419485938
100_2,290_2,14.552480194934237,0.614022151158004
100_2,290_3,14.414298982811715,0.6149537095054184
100_2,290_4,14.745983941112618,0.6128871602372471
100_2,300_1,14.603863718447917,0.6139879148431971
100_2,300_2,14.582318651302455,0.6138684762263523
100_2,300_3,14.321284288563438,0.6156181297461857
100_2,300_4,14.644631842190853,0.6135253032538927
100_2,50_1,26.025093255750694,0.08482340380906848
100_2,50_2,16.055001459726757,0.5170886701516203
100_2,50_3,18.17027820328121,0.42760423924562924
100_2,50_4,15.71275973562033,0.5083178923571907
100_2,60_1,26.104104881614354,0.09455725421307316
100_2,60_2,15.453028901569308,0.5448775999065808
100_2,60_3,17.814741660243552,0.45559943104603545
100_2,60_4,15.188100181616763,0.5397830857274332
100_2,70_1,26.03237906143473,0.10675651034348296
100_2,70_2,14.931577267275161,0.5702608790955054
100_2,70_3,17.312693810992624,0.48196916620529723
100_2,70_4,14.766168536911074,0.5680047170678068
100_2,80_1,26.046505246665866,0.1146520036345874
100_2,80_2,14.328416874606713,0.5962074668079702
100_2,80_3,16.765400714590385,0.5079476570995035
100_2,80_4,14.196050579701295,0.5962090261172243
100_2,90_1,25.96800175611948,0.12720196275801388
100_2,90_2,14.070569664988312,0.6178060753927996
100_2,90_3,16.411401594383634,0.5314576062858543
100_2,90_4,13.70612774055862,0.6237487244991307
100_3,100_4,15.618211859785815,0.5575974071764243
100_3,110_1,26.778869408290337,0.1529467217794064
100_3,110_2,15.95796838609618,0.5574225510838224
100_3,110_3,16.71431018217793,0.5463493929734737
100_3,110_4,15.549265570573562,0.5632418520229223
100_3,120_1,26.653011315583058,0.17696683422178422
100_3,120_2,15.770724262964212,0.5596274074276789
100_3,120_3,16.48841726222368,0.5488453714914888
100_3,120_4,15.447891250065604,0.5683565326547442
100_3,130_1,25.932901599579935,0.21031076618380962
100_3,130_2,15.880538812091283,0.5584149657838481
100_3,130_3,16.486340850111873,0.5476653563894589
100_3,130_4,15.503578048486531,0.5719980900493689
100_3,140_1,25.484558141574798,0.2443524021445509
100_3,140_2,15.898995521350482,0.5587032175867634
100_3,140_3,16.603822651898692,0.5479118577936116
100_3,140_4,15.554738624142276,0.5746867412483206
100_3,150_1,24.79590520826371,0.2750257632973991
100_3,150_2,15.817726655961682,0.5603334618698772
100_3,150_3,17.020050722020645,0.5457133587150641
100_3,150_4,15.731961207993999,0.5736076023440834
100_3,160_1,24.52665175669271,0.3095462898696776
100_3,160_2,15.764923469880701,0.5607440615242708
100_3,160_3,16.649115545060056,0.5473170721558772
100_3,160_4,16.431156786056953,0.5672188165593167
100_3,170_1,23.829134048482214,0.3511055299921612
100_3,170_2,15.73026494126859,0.561047025255057
100_3,170_3,16.527618764171542,0.5485567880751241
100_3,170_4,17.64143676689091,0.55764908372521
100_3,180_1,23.311236768273258,0.3943224369202026
100_3,180_2,15.81289962611665,0.5604466488037154
100_3,180_3,16.556530325184493,0.5482162937409208
100_3,180_4,18.542718437867098,0.550740090805778
100_3,190_1,22.575334559081835,0.43346991306567123
100_3,190_2,15.722174346930695,0.5613188727816552
100_3,190_3,16.729525947001267,0.5472458124080612
100_3,190_4,19.308565783804188,0.5449195426378795
100_3,200_1,22.246964149113786,0.464147926459525
100_3,200_2,15.799320501306116,0.5607066210335993
100_3,200_3,16.65173327618617,0.5486093123567315
100_3,200_4,19.911947628916426,0.5403630206855197
100_3,210_1,21.791175136547995,0.488486591008062
100_3,210_2,15.951749976971076,0.5584958803898811
100_3,210_3,16.705642109926824,0.5483138082801993
100_3,210_4,19.68712819808342,0.5395896610690517
100_3,220_1,21.830047628438447,0.5001013939642746
100_3,220_2,16.805510366470344,0.5512483929717937
100_3,220_3,16.58588617780516,0.5493201277511094
100_3,220_4,19.140495832342527,0.5408163792029693
100_3,230_1,22.078223971766953,0.5072663407677382
100_3,230_2,16.68065667456877,0.5515443577900578
100_3,230_3,16.600795373643045,0.5504484761842923
100_3,230_4,18.169201247986635,0.5447733379192671
100_3,240_1,21.846372567835665,0.513889211750074
100_3,240_2,16.655584002287277,0.5517094084042743
100_3,240_3,16.376722519374976,0.5538549294775669
100_3,240_4,17.3441969336511,0.5484778191083067
100_3,250_1,20.99363375590125,0.5217154396948412
100_3,250_2,16.57316169525844,0.5523241769779049
100_3,250_3,16.327310348996335,0.5538462418580219
100_3,250_4,16.80756631431844,0.5512097703521515
100_3,260_1,16.996413393261975,0.550254626200644
100_3,260_2,16.328404552880578,0.5537970112581466
100_3,260_3,16.195572130558062,0.5546440617308305
100_3,260_4,16.46566210839966,0.5531234325689208
100_3,270_1,16.43016716240087,0.5533582405067679
100_3,270_2,16.428408083635976,0.5532553673796027
100_3,270_3,16.165312707255907,0.5548733544195447
100_3,270_4,16.50633903171748,0.5528486030752758
100_3,280_1,16.487356555612955,0.5529565871600538
100_3,280_2,16.262751773326784,0.5542285781589393
100_3,280_3,16.325297158516186,0.5538731643897655
100_3,280_4,16.477406801701655,0.5530175142801463
100_3,290_1,16.45499171014304,0.5531695075999982
100_3,290_2,16.264524803322306,0.5542345382961544
100_3,290_3,16.137947804545032,0.5550733004565819
100_3,290_4,16.44170841011311,0.5532322034936658
100_3,300_1,16.311689288407997,0.5542154261469793
100_3,300_2,16.291923468088992,0.5540955414646119
100_3,300_3,16.0533761597649,0.555640557617037
100_3,300_4,16.34894801698279,0.5537952850419133
100_3,50_1,26.799887082412127,0.08408635006410269
100_3,50_2,17.507037216069833,0.4714160477811003
100_3,50_3,19.003856224405137,0.4178322953318736
100_3,50_4,17.38345151523319,0.45086792670216286
100_3,60_1,26.867848324080846,0.09360980004002181
100_3,60_2,16.981996691758585,0.49545537738487144
100_3,60_3,18.607160688141075,0.4468686656861846
100_3,60_4,16.96969296677195,0.47618428859859324
100_3,70_1,26.783868845433123,0.10582016528762017
100_3,70_2,16.601052803980675,0.5133713081754901
100_3,70_3,18.08306206842608,0.47394965083495944
100_3,70_4,16.662803293056143,0.4981528349734272
100_3,80_1,26.783844190270983,0.1139978567189772
100_3,80_2,16.14331093970695,0.5322107858410946
100_3,80_3,17.539459138456902,0.49941727302701444
100_3,80_4,16.212540344665943,0.520684023797261
100_3,90_1,26.710304104194428,0.12534695897776998
100_3,90_2,16.01460515910467,0.5468212007153903
100_3,90_3,17.185518552942977,0.5218475419969273
100_3,90_4,15.8801028797946,0.5405451926664194
100_4,110_1,25.619042613564762,0.1652733694105076
100_4,110_2,13.474331140418895,0.6432894850164893
100_4,110_3,15.531347515454325,0.5657124891947691
100_4,110_4,11.115318541490604,0.744050274373242
100_4,120_1,25.542548654321642,0.18862932171445343
100_4,120_2,13.34064105385627,0.6413408542719885
100_4,120_3,15.176597244580803,0.5737535799046384
100_4,120_4,11.60803012203878,0.7202799925584707
100_4,130_1,24.84473898620313,0.22238554703462313
100_4,130_2,13.515700235361559,0.6374044959359936
100_4,130_3,15.034448824790628,0.5802291788902124
100_4,130_4,12.090218515659474,0.7030546133012208
100_4,140_1,24.464306850973962,0.2549580442943395
100_4,140_2,13.586155286627841,0.6350819325355319
100_4,140_3,15.086403204601798,0.585383910822367
100_4,140_4,12.487112523587975,0.6888359330164773
100_4,150_1,23.807288456834844,0.2852804416593104
100_4,150_2,13.53955815418069,0.634329749839926
100_4,150_3,15.482349076911756,0.587662916179881
100_4,150_4,12.969463053150406,0.6735176231654407
100_4,160_1,23.59847254604962,0.32005025541007937
100_4,160_2,13.509033522100815,0.6331089984046383
100_4,160_3,14.955857518629827,0.5948613446686383
100_4,160_4,13.992814337063253,0.6551866923135321
100_4,170_1,22.991374660797412,0.35950376537928264
100_4,170_2,13.5190767561562,0.6306931029172128
100_4,170_3,14.764046604042827,0.5990961072518943
100_4,170_4,15.532107823987428,0.6360646589910874
100_4,180_1,22.52857732659292,0.40428099758556674
100_4,180_2,13.625671666123113,0.6294739993388802
100_4,180_3,14.73190941473687,0.60231379572742
100_4,180_4,16.650250572785996,0.6227088980667371
100_4,190_1,21.810563617306858,0.4458011908923184
100_4,190_2,13.546792981582046,0.6289651675892323
100_4,190_3,14.883277176080915,0.6038585874726463
100_4,190_4,17.580689689896346,0.6119203150062069
100_4,200_1,21.47230073544052,0.48096200767154
100_4,200_2,13.653099585629063,0.6274044461093439
100_4,200_3,14.766952823531986,0.6068768639772214
100_4,200_4,18.30103438175855,0.6038115245927814
100_4,210_1,20.887724618117822,0.5147550564576383
100_4,210_2,13.853256983548839,0.6236952307493261
100_4,210_3,14.79610369055791,0.608327448350135
100_4,210_4,18.083353754179036,0.6014264740659445
100_4,220_1,20.811302533095407,0.5348694800815624
100_4,220_2,14.855487853558483,0.6146809715729036
100_4,220_3,14.634028227812358,0.6107802513964261
100_4,220_4,17.489160206757905,0.6023883723665067
100_4,230_1,20.971600900000766,0.5490229301290999
100_4,230_2,14.717026699421044,0.6147502262250156
100_4,230_3,14.638344327787983,0.6127744721236297
100_4,230_4,16.411964319649936,0.6067023730004266
100_4,240_1,20.626065790570287,0.561807166423152
100_4,240_2,14.685826363085882,0.6150645507154836
100_4,240_3,14.362422780541731,0.6175940261050988
100_4,240_4,15.476316531870213,0.6112011448481371
100_4,250_1,19.62246696774015,0.5751057809250503
100_4,250_2,14.589681200928617,0.6158308602395498
100_4,250_3,14.303678562513024,0.6176623220422897
100_4,250_4,14.860523027311098,0.6144939543416372
100_4,260_1,15.09576430538077,0.6123949571460049
100_4,260_2,14.305242018584627,0.6175899522165293
100_4,260_3,14.150039910138641,0.6186081335456458
100_4,260_4,14.46465225959199,0.6167940754109146
100_4,270_1,14.42336618413615,0.6170753669072464
100_4,270_2,14.421720548849072,0.6169362972018981
100_4,270_3,14.11432384511185,0.618897689158145
100_4,270_4,14.51227806011901,0.6164460969063034
100_4,280_1,14.490209975998082,0.6165770332618412
100_4,280_2,14.22857189774431,0.6181091923869191
100_4,280_3,14.301583264712837,0.6176802240305601
100_4,280_4,14.47864425803422,0.6166503581697642
100_4,290_1,14.45250543728344,0.6168364466558184
100_4,290_2,14.230577291914335,0.6181190243251954
100_4,290_3,14.08238740417441,0.6191300554334886
100_4,290_4,14.43710382828139,0.6169101982912563
100_4,300_1,14.285551616845172,0.6180861224062857
100_4,300_2,14.26255827987573,0.6179510233320208
100_4,300_3,13.982963404719913,0.6198220215463218
100_4,300_4,14.32907216117382,0.6175878629081222
100_4,50_1,25.563016104013137,0.09296955996593155
100_4,50_2,15.465883014244303,0.5347034230126724
100_4,50_3,17.61458487783216,0.444118071157923
100_4,50_4,14.299145430477658,0.5748868057915177
100_4,60_1,25.639722259086845,0.10333938443990906
100_4,60_2,14.897385627727912,0.5602084647714276
100_4,60_3,17.3041841424567,0.4697830331684748
100_4,60_4,13.623068119948154,0.6133306080329345
100_4,70_1,25.53533683670035,0.11835660298232917
100_4,70_2,14.417390547017456,0.583016029923535
100_4,70_3,16.844680160176935,0.4937017961916431
100_4,70_4,13.039784027523838,0.6483942168924852
100_4,80_1,25.565943088008066,0.12534186506983921
100_4,80_2,13.877382415881026,0.6049579347668778
100_4,80_3,16.35679232595228,0.5161759127123692
100_4,80_4,12.259157235722647,0.6852859522695446
100_4,90_1,25.462461259309862,0.14010883366375046
100_4,90_2,13.653946112928846,0.6254320269569652
100_4,90_3,16.077922142319885,0.5358113548265591
100_4,90_4,11.417876276905039,0.7270608562769917
110_1,110_2,26.19629882666556,0.15330183550940538
110_1,110_3,26.835769174740605,0.15252114729741087
110_1,110_4,25.624735586071335,0.16748009400973576
110_1,120_1,29.91016366654657,0.1747229400757589
110_1,120_2,26.00236246570416,0.15446830758551752
110_1,120_3,26.643617828788447,0.152102371151525
110_1,120_4,25.591722040624497,0.16880632049684458
110_1,130_1,29.859494898198292,0.16791463217397487
110_1,130_2,26.11067394023762,0.1543257536992541
110_1,130_3,26.61593111792482,0.15219495533274924
110_1,130_4,25.733571215718325,0.1693441211506753
110_1,140_1,30.04742497285897,0.16177538517094994
110_1,140_2,26.136923365503964,0.15445745166240146
110_1,140_3,26.75647537794012,0.15183863342732945
110_1,140_4,25.848898113126094,0.169771013248269
110_1,150_1,29.86611050999665,0.16241098377558866
110_1,150_2,26.072975609572932,0.154568226947137
110_1,150_3,27.182674953018324,0.15055423858756153
110_1,150_4,26.05817727212293,0.1682927387565156
110_1,160_1,30.184935084805634,0.15941288397017128
110_1,160_2,26.01338470026808,0.15489175933041974
110_1,160_3,26.791820313058974,0.15200021128243352
110_1,160_4,26.780279717237544,0.16379741586257696
110_1,170_1,30.24253332405623,0.15657988660805072
110_1,170_2,25.977161638800574,0.1549326182688208
110_1,170_3,26.69144620097551,0.1514271488093031
110_1,170_4,27.951879802400285,0.15772877821380113
110_1,180_1,30.48942292820947,0.15496336850817888
110_1,180_2,26.064212753746133,0.15494450152818393
110_1,180_3,26.72120972356957,0.15111928768689167
110_1,180_4,28.7821825229396,0.1538207228065389
110_1,190_1,30.488806548242515,0.15364298046498084
110_1,190_2,25.964037010381286,0.15557599560671387
110_1,190_3,26.902986966661178,0.15037330435715154
110_1,190_4,29.475418611654476,0.1504703063703269
110_1,200_1,30.749429796510295,0.15178175279848002
110_1,200_2,26.046972279425624,0.15539695252743796
110_1,200_3,26.840329982313555,0.15070836756932574
110_1,200_4,30.01007777553526,0.1481867654038324
110_1,210_1,30.802032684515236,0.1493990100439803
110_1,210_2,26.189718438567798,0.15482360070903048
110_1,210_3,26.896666002304357,0.15049162474341043
110_1,210_4,29.78594798428789,0.14775818424125547
110_1,220_1,31.068770998375324,0.14843204002411395
110_1,220_2,27.04603732669648,0.15169413755133285
110_1,220_3,26.782098213625464,0.15071931021363086
110_1,220_4,29.276021355534784,0.14792177273001184
110_1,230_1,31.461594197037083,0.14697577525442862
110_1,230_2,26.91650298513467,0.15169475032162147
110_1,230_3,26.81763664919848,0.15097350844485535
110_1,230_4,28.371088721921435,0.14917757544163512
110_1,240_1,31.406930645107618,0.14480824300734493
110_1,240_2,26.89239272363932,0.15169931169253126
110_1,240_3,26.61447617901717,0.15255754160215737
110_1,240_4,27.58049447501974,0.1504694963835531
110_1,250_1,30.776119291988778,0.1432118192244496
110_1,250_2,26.810710978281932,0.15194509934700104
110_1,250_3,26.558463030529335,0.15257144462914704
110_1,250_4,27.05017070496119,0.15151875802137132
110_1,260_1,27.235472455830653,0.15138315452135664
110_1,260_2,26.559531978706172,0.1525142487305951
110_1,260_3,26.420667926062652,0.1528740100070366
110_1,260_4,26.703451294234945,0.1522496803935032
110_1,270_1,26.66705526842207,0.15235962870051353
110_1,270_2,26.663900864339933,0.15229800502058516
110_1,270_3,26.389451538151505,0.15295832231765355
110_1,270_4,26.744642730632567,0.15214018296688306
110_1,280_1,26.725161654910934,0.15218219138942213
110_1,280_2,26.491521821936683,0.1526858550396955
110_1,280_3,26.556965262341535,0.1525566842330021
110_1,280_4,26.714988785146563,0.1522066266410132
110_1,290_1,26.692139185840823,0.1522748213590318
110_1,290_2,26.49336265987089,0.15270610040539176
110_1,290_3,26.360758749564567,0.1530486940625296
110_1,290_4,26.678347229385277,0.1522929624945089
110_1,300_1,26.546113567247506,0.1527281720366814
110_1,300_2,26.522646026045564,0.15263467664905547
110_1,300_3,26.271095960062926,0.15327917384933648
110_1,300_4,26.5826271285868,0.15251659686294664
110_1,50_1,29.884000229278755,0.11678122118396662
110_1,50_2,26.33665027247256,0.1490199754328976
110_1,50_3,26.906821279654746,0.15225697774966462
110_1,50_4,25.83499214188143,0.15059729305282382
110_1,60_1,29.80703771989516,0.13140849358569753
110_1,60_2,26.18137359844022,0.15046688163931887
110_1,60_3,26.983179859058737,0.1526272311974674
110_1,60_4,25.770493065273538,0.15416077860428384
110_1,70_1,29.639111845389646,0.14564915602731787
110_1,70_2,26.07778287438018,0.15154575355949576
110_1,70_3,26.920706906534896,0.1525529640177439
110_1,70_4,25.785543981917822,0.1569422330065578
110_1,80_1,29.578829534458535,0.154828361055614
110_1,80_2,25.9035445235793,0.15261083279457954
110_1,80_3,26.79795994258306,0.15377241394287658
110_1,80_4,25.647485919048826,0.16039514860056495
110_1,90_1,29.45159068528602,0.1664831179524522
110_1,90_2,26.042085703705023,0.15320427479908058
110_1,90_3,26.862651957461015,0.15255389992015558
110_1,90_4,25.615001005341476,0.1628462070782751
110_2,110_3,15.568731155289752,0.5815684452148332
110_2,110_4,13.019422783454884,0.6685235568078712
110_2,120_1,26.09168616295002,0.17750154481333935
110_2,120_2,13.456346407800847,0.6540923067843782
110_2,120_3,15.161265598228557,0.5930905437189229
110_2,120_4,13.108287411314118,0.6633835182028787
110_2,130_1,25.379299147199305,0.21145368670352788
110_2,130_2,13.633106922427167,0.6495651063993721
110_2,130_3,14.986461005167245,0.6011106067873879
110_2,130_4,13.292588629953139,0.6600929541482836
110_2,140_1,24.96554608085306,0.24502561111895324
110_2,140_2,13.719149975156107,0.6463674993475291
110_2,140_3,14.992058287576407,0.6076718048741917
110_2,140_4,13.454677755291085,0.6569896816107292
110_2,150_1,24.287208861711708,0.27604039567350047
110_2,150_2,13.679971928401693,0.6456512549731703
110_2,150_3,15.337613154808151,0.6103206812454048
110_2,150_4,13.717997542645872,0.6518535582139171
110_2,160_1,24.03270850680141,0.3120065266961885
110_2,160_2,13.663765372782525,0.6440847257331784
110_2,160_3,14.856301395821966,0.6166574043120592
110_2,160_4,14.489552446098145,0.64348150582809
110_2,170_1,23.36411504909144,0.3538170737367754
110_2,170_2,13.671714807621361,0.6421073525228107
110_2,170_3,14.672228544471682,0.6208453695240813
110_2,170_4,15.78692390842456,0.6326521588103754
110_2,180_1,22.828939311221617,0.4007507039593954
110_2,180_2,13.771846226809,0.6407242773356654
110_2,180_3,14.66651576134553,0.622368077815551
110_2,180_4,16.739381588022763,0.6254190832938157
110_2,190_1,21.989718081076454,0.44754999897737857
110_2,190_2,13.695379068982268,0.6406904929985087
110_2,190_3,14.807818393473017,0.6234253287344268
110_2,190_4,17.533102552649737,0.6199811896436106
110_2,200_1,21.527413034977606,0.4874544635872053
110_2,200_2,13.784883743129797,0.6395633396906235
110_2,200_3,14.721556817679927,0.6250346602453557
110_2,200_4,18.16008764470632,0.6155734632513717
110_2,210_1,20.786438419550993,0.5278105431462108
110_2,210_2,13.955633497601173,0.6367185387496346
110_2,210_3,14.757579201352069,0.6257756452117367
110_2,210_4,17.909642895277052,0.6155227314871257
110_2,220_1,20.632726339111244,0.5502314014891967
110_2,220_2,14.851461769889877,0.6291908617966182
110_2,220_3,14.623141900102729,0.6272637069269699
110_2,220_4,17.319577981737908,0.617632606444936
110_2,230_1,20.75124059395197,0.5648966940917417
110_2,230_2,14.716541493634189,0.6297194819060763
110_2,230_3,14.63384636858638,0.6286173580734625
110_2,230_4,16.287955848803357,0.6222992134181001
110_2,240_1,20.378863177963822,0.5784142945807113
110_2,240_2,14.686226764418855,0.6300942549468087
110_2,240_3,14.391977143016259,0.6324064685808343
110_2,240_4,15.412124873793637,0.6265712228834265
