key_a,key_b,l2_distance,cosine_similarity,cka_logits,mse_logits,kl_logits,cka_features
110_3,50_1,53.00113802639462,0.0803521373484958,0.5063245892524719,109.27181243896484,0.6851736307144165,0.4736747145652771
110_4,50_1,50.89106495684523,0.08732159085379369,0.5027672052383423,112.62808990478516,0.7115599513053894,0.46601179242134094
120_1,50_1,60.03730701664962,0.09821478177060922,0.5307178497314453,97.82195281982422,0.5933469533920288,0.53931725025177
120_2,50_1,51.678965748002106,0.08089021628588404,0.5035759806632996,111.23267364501953,0.7044923901557922,0.46633827686309814
120_3,50_1,53.346371637448,0.07970475019284692,0.5087098479270935,109.31248474121094,0.6892380118370056,0.477463960647583
120_4,50_1,50.90565875836632,0.08766285552586578,0.5004593729972839,112.23552703857422,0.7180188894271851,0.4698341190814972
130_1,50_1,60.249132987273,0.09318780524519903,0.5079308152198792,101.01764678955078,0.6038784980773926,0.5078427791595459
130_2,50_1,51.81364766415761,0.08090288171178851,0.507442831993103,110.72993469238281,0.7072084546089172,0.4687524735927582
130_3,50_1,53.05695300395571,0.07955940572599235,0.504158616065979,109.78704833984375,0.6858285069465637,0.47080710530281067
130_4,50_1,50.918193753566236,0.08784060679489943,0.5012142062187195,111.890625,0.7064939737319946,0.46634599566459656
140_1,50_1,60.07722618914756,0.08716364357581742,0.5051220655441284,101.9906997680664,0.5972687602043152,0.49459612369537354
140_2,50_1,51.688484611798714,0.08063497896652744,0.5036219358444214,110.9708251953125,0.6989681124687195,0.4681931436061859
140_3,50_1,53.0770383772969,0.07980322900140573,0.506498396396637,109.63848876953125,0.6878611445426941,0.4748930037021637
140_4,50_1,50.982581037050714,0.08816120140080315,0.49966901540756226,111.74154663085938,0.7198442220687866,0.4685938358306885
150_1,50_1,60.341229628791226,0.08243753452090946,0.4979989230632782,103.01750183105469,0.6009898781776428,0.49046918749809265
150_2,50_1,51.58618069729771,0.08113314299229955,0.5041210055351257,111.1951904296875,0.7021890878677368,0.47050851583480835
150_3,50_1,53.106904882790474,0.0794431102942873,0.506100058555603,109.68274688720703,0.693474292755127,0.47583168745040894
150_4,50_1,51.06506636570602,0.0881478541956183,0.4967062473297119,111.59030151367188,0.711423397064209,0.46361202001571655
160_1,50_1,59.938754157099076,0.08414099897866598,0.49599120020866394,104.2298355102539,0.6130111217498779,0.4885903000831604
160_2,50_1,51.72669107585879,0.08093251360851732,0.5101425647735596,110.4140396118164,0.6955382823944092,0.47443142533302307
160_3,50_1,53.130467014428795,0.07988276870281744,0.5044361352920532,110.00399780273438,0.6954993605613708,0.47228139638900757
160_4,50_1,51.62346894531713,0.08749983123178828,0.49935051798820496,110.7974624633789,0.7083248496055603,0.46970030665397644
170_1,50_1,60.889236018302064,0.0835232628464261,0.5017793774604797,103.65084075927734,0.6146044731140137,0.48495057225227356
170_2,50_1,51.601738931545036,0.08065222139082037,0.5037240982055664,111.29533386230469,0.7006968855857849,0.47025907039642334
170_3,50_1,53.15863639471225,0.07910415999023979,0.5092580318450928,109.579833984375,0.6889461874961853,0.47545957565307617
170_4,50_1,53.0846357707533,0.08575952888928379,0.5024514198303223,109.99465942382812,0.7077316641807556,0.47473594546318054
180_1,50_1,60.04257552659093,0.08267276697995139,0.49045249819755554,105.53990936279297,0.6144394874572754,0.4791666865348816
180_2,50_1,51.47556504185843,0.08094534469277201,0.5034275650978088,111.24473571777344,0.7042462825775146,0.4693502187728882
180_3,50_1,53.24529958252554,0.07932503697297896,0.511371910572052,109.67623901367188,0.6935589909553528,0.4784024953842163
180_4,50_1,55.155081380090024,0.08371090418176909,0.5066049695014954,109.09378814697266,0.6976084113121033,0.47340402007102966
190_1,50_1,59.94495566430848,0.08444309837463236,0.49549469351768494,106.2545394897461,0.6441093683242798,0.4787825644016266
190_2,50_1,51.68902237179074,0.08074169312565613,0.506127655506134,110.7713394165039,0.6990825533866882,0.4701762795448303
190_3,50_1,53.45680735151458,0.07917883115037203,0.5090702176094055,109.66780090332031,0.6961361169815063,0.47592806816101074
190_4,50_1,56.978177348890895,0.08198515684362709,0.5127917528152466,107.99702453613281,0.6842737197875977,0.4732055366039276
200_1,50_1,60.779851665782374,0.08157369898189788,0.4935689866542816,106.41813659667969,0.6426960229873657,0.46968838572502136
200_2,50_1,51.637444593827226,0.08077726099943515,0.5027923583984375,111.15599822998047,0.6998807787895203,0.469574511051178
200_3,50_1,53.826993915471576,0.0791573640255851,0.510034441947937,109.76756286621094,0.6920603513717651,0.47504445910453796
200_4,50_1,58.638658585173815,0.08060776697376124,0.5143698453903198,107.86572265625,0.6748405694961548,0.46763333678245544
210_1,50_1,61.119607786382616,0.08189860218593784,0.49731624126434326,106.4206771850586,0.6609528064727783,0.4742567837238312
210_2,50_1,51.66199804349432,0.0808424303086131,0.5045517683029175,110.95745086669922,0.6934443116188049,0.4742283523082733
210_3,50_1,53.2423695921058,0.07925409649614935,0.5079298615455627,110.35237121582031,0.6847519278526306,0.47188234329223633
210_4,50_1,60.236423276267665,0.07958924197739986,0.5220608115196228,106.55167388916016,0.6724874973297119,0.4681680500507355
220_1,50_1,61.9047378789378,0.08104634165257427,0.49429112672805786,106.87435913085938,0.6784089207649231,0.46811816096305847
220_2,50_1,51.61003908758788,0.08101451144922421,0.5003923177719116,111.41130065917969,0.7019492983818054,0.4732450544834137
220_3,50_1,53.24477570620344,0.07914555977312711,0.5068372488021851,110.5291748046875,0.6948456764221191,0.47013217210769653
220_4,50_1,59.73093903447142,0.07913149236127884,0.5158970355987549,107.60845947265625,0.6732116341590881,0.4650770127773285
230_1,50_1,61.85073803964808,0.0800264109681641,0.5001981258392334,106.95442199707031,0.6709320545196533,0.4653305411338806
230_2,50_1,52.5275808370081,0.08023173793002103,0.5097668766975403,109.97726440429688,0.6928601264953613,0.48451653122901917
230_3,50_1,53.258793062718304,0.07930969149192514,0.5105275511741638,110.37760925292969,0.6894899606704712,0.4723035991191864
230_4,50_1,59.10543201726622,0.07903004572698241,0.5055776834487915,108.70083618164062,0.6712968349456787,0.4528273046016693
240_1,50_1,62.35931821497929,0.08019283098359123,0.4985182583332062,107.67782592773438,0.684311032295227,0.4558853805065155
240_2,50_1,53.32171395956444,0.07988961408283683,0.5078521966934204,110.39230346679688,0.6907333135604858,0.4760141670703888
240_3,50_1,53.320558238668404,0.07909201064475216,0.5116215944290161,110.21302795410156,0.6933557391166687,0.4730067849159241
240_4,50_1,57.751688954852405,0.079041182456561,0.5024836659431458,109.59186553955078,0.6890614628791809,0.4574476480484009
250_1,50_1,62.730300802897034,0.07854378606506975,0.4963077902793884,108.31897735595703,0.6812393069267273,0.44155725836753845
250_2,50_1,53.62116155379461,0.07976252740389914,0.5112413167953491,110.01221466064453,0.695372998714447,0.4772445559501648
250_3,50_1,52.88780464334551,0.07955696839262831,0.5081886649131775,110.75067138671875,0.6987450122833252,0.4740942120552063
250_4,50_1,56.20353176101006,0.07936865129249604,0.4994100332260132,110.49347686767578,0.6964511871337891,0.4556445777416229
260_1,50_1,63.13160903090312,0.07727823837402054,0.4966135323047638,108.81289672851562,0.6812706589698792,0.4236529767513275
260_2,50_1,53.4486018502674,0.0797921137499182,0.5080312490463257,110.35458374023438,0.6922691464424133,0.47474801540374756
260_3,50_1,52.248243409733455,0.07998768695736022,0.5062078833580017,110.86676025390625,0.6942949891090393,0.4782804548740387
260_4,50_1,54.71113842017319,0.0795664411877493,0.49909529089927673,110.76546478271484,0.6955797076225281,0.4625120759010315
270_1,50_1,60.959003431685346,0.07613257563434796,0.4840148687362671,110.6954345703125,0.6897128224372864,0.38596904277801514
270_2,50_1,53.27390674493526,0.07976997582521617,0.5050466656684875,110.63935089111328,0.6952691674232483,0.47630277276039124
270_3,50_1,52.7363890696931,0.07987217703946181,0.5073047280311584,110.85498809814453,0.6948862075805664,0.47926658391952515
270_4,50_1,53.80918794351912,0.07968452941560997,0.5003857612609863,110.92117309570312,0.6964837908744812,0.46560925245285034
280_1,50_1,52.4410955450108,0.08022735431346492,0.4780384302139282,113.32865905761719,0.7169490456581116,0.44370895624160767
280_2,50_1,53.17867550198999,0.07975895509394544,0.5056090950965881,110.91230010986328,0.7006675004959106,0.4774172008037567
280_3,50_1,53.011258312476,0.07980117317856138,0.5054666996002197,110.7711410522461,0.6922664642333984,0.475153386592865
280_4,50_1,53.33499039483088,0.07973325910491975,0.5014917850494385,111.09107208251953,0.6974645256996155,0.46816471219062805
290_1,50_1,52.963575849218,0.07982192420837127,0.4997623860836029,111.40851593017578,0.696495532989502,0.47341811656951904
290_2,50_1,53.133637924085775,0.07978741908251533,0.5032433867454529,111.20594024658203,0.697290301322937,0.4707495868206024
290_3,50_1,53.11552137902962,0.07979227112889421,0.5019316077232361,111.13079833984375,0.6927716732025146,0.46880221366882324
290_4,50_1,53.14990940778729,0.07978576106975135,0.5031047463417053,111.00792694091797,0.695579469203949,0.4700603187084198
300_1,50_1,53.02593299869251,0.07980716801161863,0.502265453338623,111.3593978881836,0.6943857669830322,0.4730668365955353
300_2,50_1,53.133087141284115,0.07978620251268365,0.5006037950515747,111.4836654663086,0.6957521438598633,0.46767693758010864
300_3,50_1,53.118427422446956,0.07978935459836999,0.5024054646492004,111.0767593383789,0.6937662363052368,0.4684867262840271
300_4,50_1,53.132665716238655,0.0797862898020436,0.504999041557312,111.03616333007812,0.6919282674789429,0.47127029299736023
50_2,50_3,36.88511923730343,0.39181100078239434,0.8052138686180115,12.603604316711426,0.31721585988998413,0.8161675333976746
50_2,50_4,31.4249370422867,0.4972601249996779,0.8019222021102905,12.204373359680176,0.3361869156360626,0.8087709546089172
50_2,60_1,51.97832130198619,0.09061217460316803,0.5169825553894043,94.4818344116211,0.6750743985176086,0.4828873872756958
50_2,60_2,31.78599140572351,0.505376920144668,0.8292485475540161,10.586283683776855,0.28511691093444824,0.836107611656189
50_2,60_3,36.57296472565791,0.40286343273110375,0.8031396269798279,12.803709983825684,0.31663545966148376,0.812769889831543
50_2,60_4,31.36990711470808,0.5025729490385042,0.8062132596969604,11.943703651428223,0.3262690305709839,0.8116946816444397
50_2,70_1,52.06953331561038,0.0946903897203229,0.5305402874946594,87.24059295654297,0.6346133947372437,0.4960457980632782
50_2,70_2,32.065660920190886,0.4997668367156876,0.8255073428153992,10.948391914367676,0.2908851206302643,0.8311547040939331
50_2,70_3,36.32332398832721,0.41219098381707203,0.8052870035171509,12.667458534240723,0.31764498353004456,0.8149597644805908
50_2,70_4,31.190896815494657,0.5063407792447614,0.8100304007530212,11.70634651184082,0.32092851400375366,0.8145980834960938
50_2,80_1,52.05199444454672,0.10506544370294792,0.5319647192955017,78.69619750976562,0.6190236210823059,0.48328307271003723
50_2,80_2,31.88352143642911,0.4972635260439811,0.8267366290092468,10.700797080993652,0.29450228810310364,0.8338590264320374
50_2,80_3,36.25475070271682,0.41916248423528657,0.8032088875770569,12.849058151245117,0.3184342086315155,0.8131434321403503
50_2,80_4,31.0478992443148,0.5089611675712892,0.8108201026916504,11.602007865905762,0.3131486773490906,0.815223753452301
50_2,90_1,52.14064692588192,0.11474081129120921,0.5084435343742371,74.3121337890625,0.5876978039741516,0.4926551580429077
50_2,90_2,32.11696043298029,0.4938194267743566,0.8262104392051697,10.688843727111816,0.29225459694862366,0.8327120542526245
50_2,90_3,35.51910277400762,0.4323488172535499,0.8090783953666687,12.274097442626953,0.3053264021873474,0.819290280342102
50_2,90_4,31.18573913790793,0.5088412878540661,0.8154832124710083,11.352439880371094,0.30694612860679626,0.8186370730400085
100_1,50_2,52.35011279404634,0.12326541458440032,0.5201442837715149,62.680870056152344,0.5673862099647522,0.5455572605133057
100_2,50_2,32.45488019715688,0.489795088822962,0.8249300718307495,10.960762023925781,0.2916262149810791,0.8301027417182922
100_3,50_2,35.25805219581337,0.43756694165026455,0.8090717196464539,12.36938762664795,0.30536505579948425,0.8171916604042053
100_4,50_2,31.180050495365375,0.5086169458215504,0.816195547580719,11.292469024658203,0.3061511814594269,0.8211929202079773
110_1,50_2,52.314896946872835,0.13287006521622458,0.5858284831047058,43.489166259765625,0.5384517312049866,0.6195967197418213
110_2,50_2,32.60280196603944,0.4881106112509318,0.8198131918907166,11.43819522857666,0.30794185400009155,0.8258499503135681
110_3,50_2,35.012053343713085,0.4430737501165545,0.8097537755966187,12.307602882385254,0.30706915259361267,0.815868079662323
110_4,50_2,31.165764787847653,0.5082517609914133,0.8136268854141235,11.415321350097656,0.31421202421188354,0.8198816180229187
120_1,50_2,51.60177520367949,0.16389773489692638,0.6032689213752747,39.555870056152344,0.48744305968284607,0.6145133376121521
120_2,50_2,32.42326362503303,0.48589762986423995,0.8226264715194702,10.924509048461914,0.29882940649986267,0.8300307393074036
120_3,50_2,35.15851916210722,0.44863760679353776,0.8065122365951538,12.697104454040527,0.3123316466808319,0.812920093536377
120_4,50_2,31.236921290813363,0.5066498396236948,0.8134655356407166,11.433015823364258,0.30826321244239807,0.8168303370475769
130_1,50_2,51.005114454065094,0.18636603590623776,0.6273093819618225,32.92539596557617,0.4535530209541321,0.6305705308914185
130_2,50_2,32.57856544419985,0.4848934851166107,0.8211082816123962,11.199281692504883,0.3058921992778778,0.8285350799560547
130_3,50_2,34.7222359172552,0.4533250804332753,0.814046323299408,11.99120044708252,0.29985761642456055,0.8218337297439575
130_4,50_2,31.29761079612377,0.5052045441108894,0.8138872981071472,11.33682632446289,0.31300780177116394,0.8215622305870056
140_1,50_2,49.83975732196619,0.2120482465201428,0.6492020487785339,29.31397819519043,0.40177080035209656,0.6425519585609436
140_2,50_2,32.49478773933292,0.4837053293953463,0.8200538754463196,11.252617835998535,0.29490742087364197,0.8271209001541138
140_3,50_2,34.63444083911564,0.45692129608074544,0.8177787661552429,11.855504989624023,0.29260921478271484,0.8242107033729553
140_4,50_2,31.37785360067906,0.5046895551314998,0.813674807548523,11.458090782165527,0.31189897656440735,0.8204650282859802
150_1,50_2,49.526181336180834,0.22679285331041765,0.6639587879180908,27.02086639404297,0.3871352970600128,0.653376042842865
150_2,50_2,32.416857821125305,0.48359865334448526,0.822160542011261,11.0227632522583,0.2924032509326935,0.8287044763565063
150_3,50_2,34.56813711618956,0.4596106195560525,0.8155179023742676,12.013699531555176,0.2978375256061554,0.8205891251564026
150_4,50_2,31.50212292381373,0.5030554103452645,0.8122618198394775,11.390097618103027,0.3108716905117035,0.8222718238830566
160_1,50_2,48.55186450221784,0.24660921619570858,0.6844897866249084,23.84808921813965,0.3685455322265625,0.6757808923721313
160_2,50_2,32.60065556251993,0.48168433549037826,0.8218898177146912,11.141183853149414,0.2977682650089264,0.8282049298286438
160_3,50_2,34.53295864514932,0.46180628146789876,0.8167561888694763,11.827973365783691,0.29470694065093994,0.8226990699768066
160_4,50_2,32.15040039129433,0.4979800911241068,0.8090649843215942,11.840137481689453,0.3197549283504486,0.8186845779418945
170_1,50_2,48.93812428691777,0.2677955802973252,0.6811776757240295,25.011993408203125,0.37862417101860046,0.6638891696929932
170_2,50_2,32.46753287613849,0.4820628787135039,0.8199912309646606,11.170649528503418,0.29951900243759155,0.8271521925926208
170_3,50_2,34.5050134121059,0.46287311520433533,0.8160625696182251,11.9280424118042,0.2988579273223877,0.8215742111206055
170_4,50_2,33.821792191918,0.4873377265453678,0.808047890663147,12.115006446838379,0.31759482622146606,0.8175726532936096
180_1,50_2,47.09925371806829,0.2964514921818854,0.7133177518844604,20.430849075317383,0.3418309688568115,0.7003557682037354
180_2,50_2,32.34347815506629,0.4825823277292644,0.8200697302818298,11.180161476135254,0.3054218292236328,0.8280960321426392
180_3,50_2,34.52273425557369,0.4651332676556415,0.812872588634491,12.14615249633789,0.3046903908252716,0.8174366354942322
180_4,50_2,36.185152460076004,0.4758672452508382,0.8063657879829407,12.429767608642578,0.30623382329940796,0.8161717057228088
190_1,50_2,46.270955351133466,0.32167052361944853,0.7310247421264648,18.839038848876953,0.345345139503479,0.7261024117469788
190_2,50_2,32.58599668985774,0.4809016464568096,0.8209131956100464,11.126835823059082,0.29939985275268555,0.8280572295188904
190_3,50_2,34.728138412997616,0.46502442682580447,0.8102714419364929,12.39201831817627,0.3151407837867737,0.8150908350944519
190_4,50_2,38.30894464245621,0.46640537233265006,0.8071725368499756,12.65929889678955,0.2944541275501251,0.8141135573387146
200_1,50_2,46.159064593613394,0.35041902111408274,0.7417988777160645,18.24962615966797,0.32839855551719666,0.7354480028152466
200_2,50_2,32.53553868231077,0.4810314228301472,0.8192937970161438,11.219505310058594,0.29800599813461304,0.8269399404525757
200_3,50_2,35.10352815298343,0.4646134176354334,0.813177227973938,12.104126930236816,0.30016157031059265,0.8162826895713806
200_4,50_2,40.250101661421276,0.4586918316331238,0.804040789604187,12.909058570861816,0.2954708933830261,0.8090362548828125
210_1,50_2,45.798935434413856,0.3731086332023246,0.7538376450538635,17.582748413085938,0.3331294059753418,0.7537263631820679
210_2,50_2,32.57348332724514,0.48058921907505264,0.8209856748580933,11.177281379699707,0.294742226600647,0.8281932473182678
210_3,50_2,34.46871544824193,0.4666652960844742,0.8203303217887878,11.268044471740723,0.29126399755477905,0.8269569277763367
210_4,50_2,42.08603213553079,0.45302699923441575,0.8013936281204224,13.6416654586792,0.30227577686309814,0.8082850575447083
220_1,50_2,45.881680791816464,0.3950814962766045,0.755831778049469,17.549068450927734,0.33634045720100403,0.7548133134841919
220_2,50_2,32.53131257398003,0.48055035055849427,0.8196243643760681,11.16581916809082,0.2977482080459595,0.8275773525238037
220_3,50_2,34.44307192236282,0.467442934703295,0.8188540935516357,11.410710334777832,0.29635509848594666,0.8255265355110168
220_4,50_2,41.54605132820571,0.4528244387137671,0.8006046414375305,13.55597972869873,0.3021376430988312,0.8022339940071106
230_1,50_2,45.25224265198546,0.41097749530140354,0.7735962271690369,15.970834732055664,0.3222751319408417,0.7738957405090332
230_2,50_2,33.5613218177429,0.47440007626605646,0.819407045841217,11.473308563232422,0.30197852849960327,0.8244277238845825
230_3,50_2,34.44701190322073,0.46788162515981313,0.8170689940452576,11.434911727905273,0.29825106263160706,0.823024332523346
230_4,50_2,40.84457589369367,0.454056135396297,0.7976012825965881,13.464599609375,0.30337193608283997,0.7983319759368896
240_1,50_2,45.44792204422208,0.4213208156184733,0.7785738706588745,15.584270477294922,0.3170328438282013,0.7797842025756836
240_2,50_2,34.44680754767213,0.47026994962613144,0.8187317848205566,11.375232696533203,0.29678675532341003,0.8259634971618652
240_3,50_2,34.49010512147426,0.4682192056447017,0.8177394866943359,11.523571968078613,0.30260586738586426,0.8227459192276001
240_4,50_2,39.31131930047873,0.45766453326832196,0.7937598824501038,13.712322235107422,0.31213492155075073,0.794396162033081
250_1,50_2,45.58955671194416,0.426973038566376,0.7772562503814697,15.128626823425293,0.326972097158432,0.7773523330688477
250_2,50_2,34.774629149175105,0.46904557733789987,0.8206856846809387,11.332810401916504,0.2902011275291443,0.8265776038169861
250_3,50_2,33.95905060600839,0.4721433670448357,0.8118952512741089,11.82390308380127,0.3113705515861511,0.8173537254333496
250_4,50_2,37.582672109521866,0.46197541390823293,0.8009918332099915,12.934699058532715,0.3111749589443207,0.8051864504814148
260_1,50_2,45.8557670653262,0.4303072140211837,0.775360107421875,15.20838451385498,0.3239506781101227,0.7670059204101562
260_2,50_2,34.57930250618446,0.46990342478985536,0.8172914981842041,11.46926498413086,0.29702797532081604,0.8230578303337097
260_3,50_2,33.280747923709946,0.47473591905853946,0.8203483819961548,11.21252155303955,0.29587244987487793,0.8267588019371033
260_4,50_2,35.93573798916422,0.46632444155701996,0.8081433176994324,12.275111198425293,0.3049915134906769,0.8140715956687927
270_1,50_2,43.11394650618957,0.4418619648828441,0.7621578574180603,15.868352890014648,0.33327174186706543,0.7455942034721375
270_2,50_2,34.38576988492477,0.47062316804171883,0.8180082440376282,11.496650695800781,0.2934096157550812,0.8235105276107788
270_3,50_2,33.807931993128314,0.47260188470181896,0.8182632327079773,11.341599464416504,0.2968904674053192,0.8246884942054749
270_4,50_2,34.95583644881376,0.4690685381706681,0.8116697669029236,11.837538719177246,0.30052539706230164,0.8182390332221985
280_1,50_2,33.41924704430369,0.47628661139062517,0.799042284488678,12.321640968322754,0.32376226782798767,0.8072682619094849
280_2,50_2,34.27897925186543,0.47106761512831885,0.8155006766319275,11.715654373168945,0.2996574938297272,0.8196966052055359
280_3,50_2,34.10049741633356,0.47163298820534666,0.8192269802093506,11.280290603637695,0.2907816469669342,0.8250666260719299
280_4,50_2,34.44412491917999,0.47061887532820373,0.8145149946212769,11.580745697021484,0.29855939745903015,0.8215203881263733
290_1,50_2,34.04312604625655,0.47200920322756706,0.8155712485313416,11.45782470703125,0.2965092360973358,0.8197004795074463
290_2,50_2,34.230045168657135,0.471260248643606,0.817158043384552,11.417393684387207,0.2968076765537262,0.824629545211792
290_3,50_2,34.21090024670412,0.4713159675949747,0.81720370054245,11.355423927307129,0.292879194021225,0.8247681856155396
290_4,50_2,34.246941857253034,0.4712219734590836,0.816931962966919,11.390117645263672,0.2953651249408722,0.8241439461708069
300_1,50_2,34.11171013025712,0.47172832276448357,0.8169342279434204,11.341999053955078,0.2944793105125427,0.8220211863517761
300_2,50_2,34.229051438137006,0.471273589241818,0.8169360756874084,11.294209480285645,0.29257601499557495,0.8246611952781677
300_3,50_2,34.213567613961786,0.4713177481034211,0.8175749182701111,11.32553482055664,0.2946998178958893,0.8249941468238831
300_4,50_2,34.22858338708299,0.4712755746502883,0.8177345395088196,11.314807891845703,0.2935766577720642,0.8255760073661804
50_3,50_4,36.499400378598104,0.3776033459408859,0.7811952233314514,14.230500221252441,0.3512727618217468,0.7946621179580688
50_3,60_1,53.36990616223829,0.09116039510070201,0.5246380567550659,91.69881439208984,0.6435291767120361,0.49326932430267334
50_3,60_2,36.691854920798335,0.3925099344199769,0.8079816102981567,12.389262199401855,0.30239859223365784,0.8192815184593201
50_3,60_3,38.490143364425094,0.3837091744701578,0.8192958235740662,12.02121353149414,0.28439560532569885,0.8266400694847107
50_3,60_4,36.3555495549647,0.386482135622406,0.7842087745666504,14.013999938964844,0.3442631959915161,0.7955739498138428
50_3,70_1,53.405680292012946,0.09675478253604115,0.537325382232666,84.8016586303711,0.6117332577705383,0.5038753151893616
50_3,70_2,36.769759154502815,0.39326308220005757,0.8105723857879639,12.341673851013184,0.29855775833129883,0.8204368352890015
50_3,70_3,38.42753780798824,0.3867833234702405,0.8167707920074463,12.142622947692871,0.291293740272522,0.8254878520965576
50_3,70_4,36.065545233328216,0.39426016847242584,0.7900458574295044,13.66991138458252,0.34392961859703064,0.8007679581642151
50_3,80_1,53.398459230514824,0.10596491820860861,0.5401911735534668,76.32970428466797,0.5975191593170166,0.4930902421474457
50_3,80_2,36.40272304593545,0.39673007991596293,0.8114815950393677,12.207528114318848,0.3019872009754181,0.8225418329238892
50_3,80_3,38.57069994481533,0.38661794659042603,0.8132800459861755,12.394278526306152,0.2953000068664551,0.8220550417900085
50_3,80_4,35.805259480238824,0.40100893673856924,0.7914366126060486,13.518965721130371,0.33499956130981445,0.8016199469566345
50_3,90_1,53.464302817139796,0.11555801059020099,0.5174499154090881,71.99735260009766,0.5666466355323792,0.501771092414856
50_3,90_2,36.54283093321847,0.39619997713186705,0.811086118221283,12.1538724899292,0.2979523539543152,0.8215802311897278
50_3,90_3,38.24636419736256,0.3871281596058167,0.8151654601097107,12.247523307800293,0.29213520884513855,0.8243008852005005
50_3,90_4,35.807016385731295,0.40553840384442064,0.7973357439041138,13.161615371704102,0.32588958740234375,0.8060546517372131
100_1,50_3,53.614130359949705,0.12520313935999838,0.5354272723197937,60.38819885253906,0.5325127840042114,0.5594617128372192
100_2,50_3,36.76272832259988,0.3958369362316988,0.8123332858085632,12.224945068359375,0.29898861050605774,0.8220953941345215
100_3,50_3,38.173837603381585,0.386451958896839,0.8148186206817627,12.3728609085083,0.2937268912792206,0.8221002817153931
100_4,50_3,35.69253277335994,0.40894811054378505,0.801933228969574,12.826584815979004,0.31985318660736084,0.8115240931510925
110_1,50_3,53.54525790070836,0.1352035841239932,0.6020514965057373,41.562904357910156,0.49811607599258423,0.6326813101768494
110_2,50_3,36.844641779933596,0.39621534952036835,0.8069552779197693,12.687019348144531,0.31925666332244873,0.81669020652771
110_3,50_3,38.09961351981883,0.38657164544317185,0.8137688040733337,12.344443321228027,0.2896009385585785,0.8201754093170166
110_4,50_3,35.564015566093836,0.41238434598783746,0.8028377294540405,12.689031600952148,0.3218914568424225,0.8126183748245239
120_1,50_3,52.871413200362,0.1631671329204615,0.6207603812217712,37.61311340332031,0.454288125038147,0.6279628872871399
120_2,50_3,36.56455728087371,0.3973170970525542,0.8141704201698303,11.955571174621582,0.2968173921108246,0.824584424495697
120_3,50_3,38.46082923577073,0.38489799984141915,0.8106738328933716,12.692164421081543,0.29436591267585754,0.8178572058677673
